"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"anthony mcconnell","1707290","2021-2022","il","Lemont-Bromberek Csd 113a","Dr. Anthony McConnell","1737680","2023","il","Steger Sd 194","Dr. Anthony McConnell"
"anthony mcconnell","1711980","2017-2020","il","Deerfield Sd 109","Dr. Anthony McConnell","1707290","2021-2022","il","Lemont-Bromberek Csd 113a","Dr. Anthony McConnell"
"anthony mcconnell","1711980","2017-2020","il","Deerfield Sd 109","Dr. Anthony McConnell","1737680","2023","il","Steger Sd 194","Dr. Anthony McConnell"
"anthony orr","3904626","2008-2013","oh","Northwestern Local","Anthony T. Orr","3904410","2014-2016","oh","Hamilton City","Anthony T. Orr"
"anthony ranii","617190","2008-2014","ca","Hillsborough City Elementary","Anthony Ranii","625500","2015-2022","ca","Montecito Union Elementary","Anthony Ranii"
"anthony reed","4814450","1990-2003","tx","Clyde Cons Isd","Anthony Reed","4828530","2006-2007","tx","Lueders-Avoca Isd","Anthony Reed"
"anthony reed","4814450","1990-2003","tx","Clyde Cons Isd","Anthony Reed","4831320","2013-2014","tx","Moran Isd","Anthony Reed"
"anthony reed","4828530","2006-2007","tx","Lueders-Avoca Isd","Anthony Reed","4831320","2013-2014","tx","Moran Isd","Anthony Reed"
"anthony riehl","4800008","1994-1997","tx","Dripping Springs Isd","Anthony Riehl","4832090","1998-2005","tx","Nacogdoches Isd","Anthony Riehl"
"anthony riscica","3408190","2011-2013","nj","Lakeland Regional High School District","Anthony Riscica","3413560","2021","nj","Ramapo-Indian Hill Reg","Anthony Riscica"
"anthony riscica","3408190","2011-2013","nj","Lakeland Regional High School District","Anthony Riscica","3413980","2020","nj","Riverdale Boro","Anthony Riscica"
"anthony riscica","3408190","2011-2013","nj","Lakeland Regional High School District","Anthony Riscica","3414490","2016-2017","nj","Saddle Brook School District","Anthony Riscica"
"anthony riscica","3408190","2011-2013","nj","Lakeland Regional High School District","Anthony Riscica","3417520","2015","nj","West Milford Township Public School District","Anthony Riscica"
"anthony riscica","3413980","2020","nj","Riverdale Boro","Anthony Riscica","3413560","2021","nj","Ramapo-Indian Hill Reg","Anthony Riscica"
"anthony riscica","3414490","2016-2017","nj","Saddle Brook School District","Anthony Riscica","3413560","2021","nj","Ramapo-Indian Hill Reg","Anthony Riscica"
"anthony riscica","3414490","2016-2017","nj","Saddle Brook School District","Anthony Riscica","3413980","2020","nj","Riverdale Boro","Anthony Riscica"
"anthony riscica","3417520","2015","nj","West Milford Township Public School District","Anthony Riscica","3413560","2021","nj","Ramapo-Indian Hill Reg","Anthony Riscica"
"anthony riscica","3417520","2015","nj","West Milford Township Public School District","Anthony Riscica","3413980","2020","nj","Riverdale Boro","Anthony Riscica"
"anthony riscica","3417520","2015","nj","West Milford Township Public School District","Anthony Riscica","3414490","2016-2017","nj","Saddle Brook School District","Anthony Riscica"
"anthony ryan","1903220","2009-2010","ia","Akron Westfield Comm School District","Anthony Ryan","1906750","2011-2015","ia","Centerville","Anthony Ryan"
"anthony ryan","1903220","2009-2010","ia","Akron Westfield Comm School District","Anthony Ryan","1919800","2011-2013","ia","Moulton-Udell","Anthony Ryan"
"anthony ryan","1906750","2011-2015","ia","Centerville","Anthony Ryan","1919800","2011-2013","ia","Moulton-Udell","Anthony Ryan"
"anthony serio","901290","2007-2012","ct","East Haven School District","anthony r. serio","905372","2012-2014","ct","The Gilbert School","anthony serio"
"anthony thomas","3904668","2005-2011","oh","Tri-Village Local","Anthony R. Thomas","3904872","2015-2023","oh","Northmont City","Anthony R. Thomas"
"antoinette cunningham","2600320","2011-2012","mi","Covenant House Academy Southwest","Antoinette Cunningham","2600321","2011-2012","mi","Covenant House Academy East","Antoinette Cunningham"
"antoinette cunningham","2600320","2011-2012","mi","Covenant House Academy Southwest","Antoinette Cunningham","2601066","2014-2015","mi","Covenant House Academy Grand Rapids","Antoinette Cunningham"
"antoinette cunningham","2600321","2011-2012","mi","Covenant House Academy East","Antoinette Cunningham","2601066","2014-2015","mi","Covenant House Academy Grand Rapids","Antoinette Cunningham"
"antoinette cunningham","2600322","2008, 2011-2012, 2014-2015","mi","Covenant House Life Skills Center Central","Antoinette Cunningham","2600320","2011-2012","mi","Covenant House Academy Southwest","Antoinette Cunningham"
"antoinette cunningham","2600322","2008, 2011-2012, 2014-2015","mi","Covenant House Life Skills Center Central","Antoinette Cunningham","2600321","2011-2012","mi","Covenant House Academy East","Antoinette Cunningham"
"antoinette cunningham","2600322","2008, 2011-2012, 2014-2015","mi","Covenant House Life Skills Center Central","Antoinette Cunningham","2601066","2014-2015","mi","Covenant House Academy Grand Rapids","Antoinette Cunningham"
"april domine","3904674","2005-2007","oh","Big Walnut Local","April T. Domine","3904699","2010-2014","oh","New Albany-Plain Local","April T. Domine"
"archie derboven","2900022","2011-2019","mo","Mo Schls For The Sev Disabled","Archie Derboven","2909750","2024","mo","Clearwater R-I","ARCHIE DERBOVEN"
"archie derboven","2931620","2003","mo","Wellsville Middletown R-I","ARCHIE DERBOVEN","2900022","2011-2019","mo","Mo Schls For The Sev Disabled","Archie Derboven"
"archie derboven","2931620","2003","mo","Wellsville Middletown R-I","ARCHIE DERBOVEN","2909750","2024","mo","Clearwater R-I","ARCHIE DERBOVEN"
"archie derboven","2931620","2003","mo","Wellsville Middletown R-I","ARCHIE DERBOVEN","2931830","2004-2007","mo","Osage Co. R-Iii","ARCHIE DERBOVEN"
"archie derboven","2931830","2004-2007","mo","Osage Co. R-Iii","ARCHIE DERBOVEN","2900022","2011-2019","mo","Mo Schls For The Sev Disabled","Archie Derboven"
"archie derboven","2931830","2004-2007","mo","Osage Co. R-Iii","ARCHIE DERBOVEN","2909750","2024","mo","Clearwater R-I","ARCHIE DERBOVEN"
"arley echols","4842720","1990","tx","Three Way Isd","Arley Echols","4823760","1994-1999","tx","Huckabay Isd","Arley Echols"
"armand spurgin","2911450","2012-2014","mo","Eminence R-I","ARMAND SPURGIN","2929820","2015-2024","mo","Sunrise R-Ix","ARMAND SPURGIN"
"arnol elam","3900094","2005-2006","oh","Monroe Local","Arnol F. Elam","3904400","2008-2011","oh","Franklin City","Arnol F. Elam"
"arnold bell","2908460","2003-2006","mo","Chaffee R-Ii","ARNOLD BELL","2932190","2007-2009","mo","Winfield R-Iv","ARNOLD BELL"
"arnold nadonley","4203750","2008","pa","Blairsville-Saltsburg SD","ARNOLD NADONLEY","4210830","2008-2013","pa","Glendale SD","Arnold Nadonley"
"arnold nadonley","4203750","2008","pa","Blairsville-Saltsburg SD","ARNOLD NADONLEY","4220250","2014-2024","pa","Richland SD","Arnold Nadonley"
"arnold nadonley","4210830","2008-2013","pa","Glendale SD","Arnold Nadonley","4220250","2014-2024","pa","Richland SD","Arnold Nadonley"
"aron bennett","2923270","2005-2014","mo","Osceola","ARON BENNETT","2913290","2017","mo","Green Ridge R-Viii","ARON BENNETT"
"aron dody","2003210","2014-2017","ks","North Lyon County","Dody, Aron","2005280","2018, 2021-2022","ks","Morris County","Dody, Aron"
"art cunha","604110","2018","ca","Bassett Unified","Art Cunha","638980","2020-2022","ca","Temple City Unified","Art Cunha"
"art sathoff","1912060","2008-2009","ia","Fremont","Art Sathoff","1914640","2014-2020","ia","Indianola Comm School District","Art Sathoff"
"art sathoff","1912060","2008-2009","ia","Fremont","Art Sathoff","1999017","2024","ia","Pcm Comm School District","Art Sathoff"
"art sathoff","1914640","2014-2020","ia","Indianola Comm School District","Art Sathoff","1999017","2024","ia","Pcm Comm School District","Art Sathoff"
"arteveld mccoy","2912010","2012-2014","mo","Ferguson-Florissant R-Ii","ARTEVELD MCCOY","2916290","2017-2021","mo","Jennings","ARTEVELD MCCOY"
"arthur casey","4811490","2014","tx","Bronte Isd","Arthur Casey","4823040","2018","tx","Hermleigh Isd","Arthur Casey"
"arthur casey","4814550","1990-2003","tx","Coleman Isd","Arthur Casey","4811490","2014","tx","Bronte Isd","Arthur Casey"
"arthur casey","4814550","1990-2003","tx","Coleman Isd","Arthur Casey","4823040","2018","tx","Hermleigh Isd","Arthur Casey"
"arthur casey","4814550","1990-2003","tx","Coleman Isd","Arthur Casey","4824300","2008","tx","Ira Isd","Arthur Casey"
"arthur casey","4814550","1990-2003","tx","Coleman Isd","Arthur Casey","4841400","2006, 2011","tx","Stamford Isd","Arthur Casey"
"arthur casey","4824300","2008","tx","Ira Isd","Arthur Casey","4811490","2014","tx","Bronte Isd","Arthur Casey"
"arthur casey","4824300","2008","tx","Ira Isd","Arthur Casey","4823040","2018","tx","Hermleigh Isd","Arthur Casey"
"arthur casey","4841400","2006, 2011","tx","Stamford Isd","Arthur Casey","4811490","2014","tx","Bronte Isd","Arthur Casey"
"arthur casey","4841400","2006, 2011","tx","Stamford Isd","Arthur Casey","4823040","2018","tx","Hermleigh Isd","Arthur Casey"
"arthur casey","4841400","2006, 2011","tx","Stamford Isd","Arthur Casey","4824300","2008","tx","Ira Isd","Arthur Casey"
"arthur dibenedetto","3406600","2012-2013","nj","Hampton Borough Public School District","ARTHUR DIBENEDETTO","3407440","2019-2021, 2023-2024","nj","Hopatcong","Arthur DiBenedetto"
"arthur dibenedetto","3406600","2012-2013","nj","Hampton Borough Public School District","ARTHUR DIBENEDETTO","3416710","2015-2017","nj","Vernon Township School District","Arthur DiBenedetto"
"arthur dibenedetto","3416710","2015-2017","nj","Vernon Township School District","Arthur DiBenedetto","3407440","2019-2021, 2023-2024","nj","Hopatcong","Arthur DiBenedetto"
"arthur gregory","4826490","1990-1991","tx","Lake Worth Isd","Arthur Gregory","4845120","1992-1994","tx","West Oso Isd","Arthur Gregory"
"arthur tucker","505410","2008","ar","Dollarway School District","TUCKER, ARTHUR","503630","2011-2014","ar","Brinkley School District","TUCKER, ARTHUR"
"arturo almendarez","4833360","1990-1991","tx","Odem-Edroy Isd","Arturo Almendarez","4812420","1992-1999, 2005-2021","tx","Calallen Isd","Arturo Almendarez"
"arturo delgado","634170","2008","ca","San Bernardino City Unified","Arturo Delgado","691078","2009-2013","ca","Los Angeles County Office Of Education","Arturo Delgado"
"arturo flores","625130","2008","ca","Modesto City Elementary","Arturo Flores","625150","2008","ca","Modesto City High","Arturo Flores"
"arturo gutierrez","4840680","1990","tx","South San Antonio Isd","Arturo Gutierrez","4846710","1993-2000","tx","Zapata County Isd","Arturo Gutierrez"
"arvel rotan","4830360","1993-1996","tx","Irion Co Isd","Arvel Rotan","4816380","2008-2011","tx","Dawson Isd","Arvel Rotan"
"arvel rotan","4830360","1993-1996","tx","Irion Co Isd","Arvel Rotan","4843760","1997-2001","tx","Valley Mills Isd","Arvel Rotan"
"arvel rotan","4843760","1997-2001","tx","Valley Mills Isd","Arvel Rotan","4816380","2008-2011","tx","Dawson Isd","Arvel Rotan"
"arvell dehart","4829580","2004-2010","tx","Maypearl Isd","Arvell Dehart","4831760","2011-2013","tx","Mount Pleasant Isd","Arvell Dehart"
"ashley chohlis","4835550","2022-2023","tx","Poth Isd","Ashley Gunn Chohlis","4843720","2024","tx","Uvalde Cisd","Ashley Chohlis"
"ashley davis","4010200","2018-2022","ok","Drumright","Ashley Davis","4021600","2023","ok","Ninnekah","Ashley Davis"
"ashley mcmillian","2914460","2013-2019","mo","Holcomb R-Iii","ASHLEY MCMILLIAN","2929170","2020-2024","mo","Central R-Iii","ASHLEY MCMILLIAN"
"asia michael","3415420","2022-2023","nj","Southampton Twp","Asia Michael","3405580","2024","nj","Freehold Boro","Asia Michael"
"atlas cook","4812060","1994-1995","tx","Bullard Isd","Atlas Cook","4840620","1996","tx","Snook Isd","Atlas Cook"
"audra pittman","604200","2011-2019","ca","Bayshore Elementary","Audra Pittman","607020","2020-2022","ca","Calistoga Joint Unified","Audra Pittman"
"autumn pino","1917250","2023-2024","ia","Lisbon Comm School District","Autumn Pino","1927060","2023-2024","ia","Springville Comm School District","Autumn Pino"
"bailey climer","1741600","2006-2014, 2017","il","West Lincoln-Broadwell Esd 92","BAILEY J CLIMER","1732280","2018-2020","il","Pope Co Cud 1","Mr. Bailey Climer"
"bal soler","3626010","2021-2023","ny","Schenectady City Sd","BAL SOLER","3631920","2024","ny","Yonkers City Sd","BAL SOLER"
"baljinder dhillon","607680","2011-2014","ca","Cascade Union Elementary","Baljinder Dhillon","627750","2017-2022","ca","Nuestro Elementary","Baljinder Dhillon"
"baljinder dhillon","607680","2011-2014","ca","Cascade Union Elementary","Baljinder Dhillon","691042","2015-2016","ca","Sutter County Office Of Education","Baljinder Dhillon"
"baljinder dhillon","691042","2015-2016","ca","Sutter County Office Of Education","Baljinder Dhillon","627750","2017-2022","ca","Nuestro Elementary","Baljinder Dhillon"
"barb kruthoff","1929580","2004-2009, 2014-2018","ia","Wall Lake View Auburn Comm School District","Barb Kruthoff","1925140","2006-2009","ia","Saccomm School District","Barb Kruthoff"
"barb schwamman","1921840","2015-2020, 2023-2024","ia","Osage Comm School District","Barbara Schwamman","1924150","2017-2020, 2023-2024","ia","Riceville Comm School District","Barb Schwamman"
"barbara case","3611910","2019-2022","ny","General Brown Csd","BARBARA CASE","3627750","2022-2024","ny","Spencer-Van Etten Csd","BARBARA CASE"
"barbara curry","3904871","2005-2011","oh","New Lebanon Local","Barbara L. Curry","3904393","2012-2016","oh","Eaton Community City","Barbara L. Curry"
"barbara deane williams","3612630","2011-2014","ny","Greece Csd","Ms. Barbara Deane-Williams","3624750","2016-2018","ny","Rochester City Sd","BARBARA DEANE-WILLIAMS"
"barbara deane williams","3617970","2010","ny","Lyndonville Csd","Ms. Barbara Deane-Williams","3612630","2011-2014","ny","Greece Csd","Ms. Barbara Deane-Williams"
"barbara deane williams","3617970","2010","ny","Lyndonville Csd","Ms. Barbara Deane-Williams","3624750","2016-2018","ny","Rochester City Sd","BARBARA DEANE-WILLIAMS"
"barbara dill varga","607530","2015-2017","ca","Carmel Unified","Barbara Dill-Varga","691136","2020-2022","ca","Aromas - San Juan Unified","Barbara Dill-Varga"
"barbara longo","3417460","2011-2017, 2019","nj","West Essex Regional School District","Barbara Longo","3412240","2021","nj","Oradell Boro","Barbara Longo"
"barbara marchbanks","4829760","2014-2020","tx","Mcdade Isd","Barbara Marchbanks","4829370","2021-2023","tx","Matagorda Isd","Barbara Marchbanks"
"barbara marchbanks","4841460","2008-2013","tx","Star Isd","Barbara Marchbanks","4829370","2021-2023","tx","Matagorda Isd","Barbara Marchbanks"
"barbara marchbanks","4841460","2008-2013","tx","Star Isd","Barbara Marchbanks","4829760","2014-2020","tx","Mcdade Isd","Barbara Marchbanks"
"barbara mcmahon","614910","2008-2012","ca","Garfield Elementary","Barbara McMahon","630090","2013","ca","Peninsula Union","Barbara McMahon"
"barbara padgett","500391","2008","ar","Nwa Academy Of Fine Arts","PADGETT, BARBARA","500415","2017-2018","ar","Ozark Montessori Academy Springdale","Padgett, Barbara"
"barbara parkins","4210950","2008-2011","pa","Greater Johnstown SD","BARBARA PARKINS","4224240","2013-2021","pa","United SD","BARBARA PARKINS"
"barbara pinsak","3416080","2011-2015","nj","Teaneck Public School","Barbara Pinsak","3410560","2017","nj","Montclair Public School District","Barbara Pinsak"
"barbara pulliam","1301230","2004-2006","ga","Clayton County","PULLIAM,BARBARA M","1302490","2008, 2012-2013","ga","Greene County","PULLIAM, BARBARA A"
"barbara qualls","4821630","1999-2000","tx","Grapeland Isd","Barbara Qualls","4818540","2009-2012","tx","Ennis Isd","Barbara Qualls"
"barbara qualls","4821630","1999-2000","tx","Grapeland Isd","Barbara Qualls","4826400","2001-2008","tx","Lago Vista Isd","Barbara Qualls"
"barbara qualls","4826400","2001-2008","tx","Lago Vista Isd","Barbara Qualls","4818540","2009-2012","tx","Ennis Isd","Barbara Qualls"
"barbara sargent","3412480","2017, 2019-2023","nj","Parsippany-Troy Hills Township School District","Barbara Sargent","3417550","2024","nj","West Morris Regional","Sargent, Barbara"
"barbara sargent","3413710","2011-2016","nj","Readington Township Public School District","Barbara Sargent","3412480","2017, 2019-2023","nj","Parsippany-Troy Hills Township School District","Barbara Sargent"
"barbara sargent","3413710","2011-2016","nj","Readington Township Public School District","Barbara Sargent","3417550","2024","nj","West Morris Regional","Sargent, Barbara"
"barbara short","606510","2011-2012","ca","Burnt Ranch Elementary","Barbara Short","603000","2013-2015","ca","Arcata Elementary","Barbara Short"
"barbara skipper","4838430","1998-2000, 2007","tx","Sabinal Isd","Barbara Skipper","4827000","2013-2017","tx","Leakey Isd","Barbara Skipper"
"barbara sloan","1729130","2003","il","Oak Grove School Dist 68","BARBARA SLOAN ","1735610","2004-2007","il","Scales Mound C U Sch District 211","DR BARBARA K SLOAN "
"barbara warren","505410","2016-2020","ar","Dollarway School District","WARREN, BARBARA J.","500026","2019-2021","ar","Pine Bluff School District","Warren, Barbara"
"barbara wood","509630","2007-2008","ar","Mcgehee School District","WOOD, BARBARA C.","504800","2013-2014","ar","Crossett School District","Wood, Barbara  ."
"barbie mcmath","4821600","2015","tx","Grape Creek Isd","Barbie Mcmath","4845950","2022","tx","Wills Point Isd","Barbie Mcmath"
"barry galasso","3416830","2019","nj","Voorhees Twp","Dr. Barry J. Galasso","3406330","2022","nj","Haddon Heights Boro","Dr. Barry Galasso"
"barry haenisch","4821930","1992-1998","tx","Gruver Isd","Barry Haenisch","4830340","1999-2002","tx","Merkel Isd","Barry Haenisch"
"barry haenisch","4821930","1992-1998","tx","Gruver Isd","Barry Haenisch","4834170","2003-2011","tx","Pampa Isd","Barry Haenisch"
"barry haenisch","4830340","1999-2002","tx","Merkel Isd","Barry Haenisch","4834170","2003-2011","tx","Pampa Isd","Barry Haenisch"
"barry kayrell","604290","2008-2010","ca","Beaumont Unified","Barry Kayrell","616920","2010-2013","ca","Hemet Unified","Barry Kayrell"
"barry limoges","3173600","2004-2006","ne","Medicine Valley Public Schools","BARRY LIMOGES","3173440","2005-2006","ne","Maywood Public Schools","BARRY LIMOGES"
"barry schaeffer","3103210","2013-2021","ne","Arthur County Schools","BARRY SCHAEFFER","3100097","2022-2023","ne","Morrill Public Schools","Barry Schaeffer"
"barry scott","509600","2007-2014","ar","Mccrory School District","SCOTT, BARRY N.","505850","2016-2021, 2024","ar","England School District","Scott, Tyler"
"barry tomasetti","4226010","2008-2009","pa","Mifflinburg Area SD","Barry Tomasetti","4212690","2010-2019","pa","School District","BARRY TOMASETTI"
"bart banfield","4000777","2019-2021, 2023-2024","ok","Epic One On One Charter School","Bart Banfield","4000800","2019-2022","ok","Epic Blended Learning Charter","Bart Banfield"
"bart banfield","4000777","2019-2021, 2023-2024","ok","Epic One On One Charter School","Bart Banfield","4023400","2019","ok","Panola","Bart Banfield"
"bart banfield","4000800","2019-2022","ok","Epic Blended Learning Charter","Bart Banfield","4023400","2019","ok","Panola","Bart Banfield"
"bart banfield","4028620","2012-2013","ok","Stidham","Bart Banfield","4000777","2019-2021, 2023-2024","ok","Epic One On One Charter School","Bart Banfield"
"bart banfield","4028620","2012-2013","ok","Stidham","Bart Banfield","4000800","2019-2022","ok","Epic Blended Learning Charter","Bart Banfield"
"bart banfield","4028620","2012-2013","ok","Stidham","Bart Banfield","4023400","2019","ok","Panola","Bart Banfield"
"beatrice butler","4032790","2013-2022","ok","Wilburton","Beatrice Butler","4025410","2024","ok","Quinton","Beatrice Butler"
"beau fretueg","1700113","2014","il","Illini Central Cusd 189","Mr. Beau Fretueg","1700332","2017-2023","il","Schuyler-Industry Cusd 5","Mr. Beau Fretueg"
"beauford hicks","1301800","1999-2002","ga","Dooly County","HICKS, BEAUFORD","1303690","2004-2010","ga","Mitchell County","HICKS, BEAUFORD"
"belinda hill","1703210","2009-2011","il","Akin Ccsd 91","Mrs. Belinda Hill","1716590","2012-2014, 2017-2021","il","Giant City Ccsd 130","Mrs. Belinda Hill"
"belinda pustka","4840110","1997-1999","tx","Shiner Isd","Belinda Pustka","4839480","2002-2009","tx","Schertz-Cibolo-U City Isd","Belinda Pustka"
"ben daws","4832700","1990","tx","Newcastle Isd","Ben Daws","4809750","1991-1996","tx","Bellevue Isd","Ben Daws"
"ben drati","635700","2015-2020","ca","Santa Monica-Malibu Unified","Ben Drati","604440","2021","ca","Bellflower Unified","Ben Drati"
"ben eubanks","4820790","2022-2023","tx","Glasscock County Isd","Benjamin Eubanks","4824840","2024","tx","Johnson City Isd","Ben Eubanks"
"ben martindale","1717800","2003-2006","il","Gurnee School Dist 56","DR BEN MARTINDALE ","1700110","2012-2014","il","North Chicago Sd 187","Dr. Ben Martindale"
"ben martindale","1717800","2003-2006","il","Gurnee School Dist 56","DR BEN MARTINDALE ","1721720","2011","il","Lake Bluff Esd 65","Dr. Ben Martindale"
"ben martindale","1717800","2003-2006","il","Gurnee School Dist 56","DR BEN MARTINDALE ","1734990","2007-2009","il","Round Lake Cusd 116","Dr Ben Martindale"
"ben martindale","1721720","2011","il","Lake Bluff Esd 65","Dr. Ben Martindale","1700110","2012-2014","il","North Chicago Sd 187","Dr. Ben Martindale"
"ben martindale","1734990","2007-2009","il","Round Lake Cusd 116","Dr Ben Martindale","1700110","2012-2014","il","North Chicago Sd 187","Dr. Ben Martindale"
"ben martindale","1734990","2007-2009","il","Round Lake Cusd 116","Dr Ben Martindale","1721720","2011","il","Lake Bluff Esd 65","Dr. Ben Martindale"
"ben niehaus","5505580","2011-2014","wi","Goodman-Armstrong Creek School District","Ben Niehaus","5504650","2013-2020","wi","Florence County School District","Ben Niehaus"
"ben petty","1900060","2011-2018, 2020","ia","Gmg","Ben Petty","1904440","2011-2020, 2023-2024","ia","Bcluw","Ben Petty"
"benita gonzales","1926280","2011-2012","ia","Sigourney","Benita Gonzales","1907410","2013","ia","Clarke","Benita Gonzales"
"benita gonzales","1926280","2011-2012","ia","Sigourney","Benita Gonzales","1928020","2011-2012","ia","Tri-County","Benita Gonzales"
"benita gonzales","1928020","2011-2012","ia","Tri-County","Benita Gonzales","1907410","2013","ia","Clarke","Benita Gonzales"
"benjamin desper","1305130","2000-2002","ga","Trion City","DESPER, BENJAMIN W.","1304110","2011-2012","ga","Pickens County","BENJAMIN DESPER"
"benjamin halsey","3620970","2010-2013","ny","North Collins Csd","Mr. Benjamin A Halsey","3608970","2016-2021","ny","Yorkshire-Pioneer Csd","BENJAMIN HALSEY"
"benjamin halsey","3620970","2010-2013","ny","North Collins Csd","Mr. Benjamin A Halsey","3622050","2014-2015","ny","Oswego City Sd","Mr. Benjamin A Halsey"
"benjamin halsey","3622050","2014-2015","ny","Oswego City Sd","Mr. Benjamin A Halsey","3608970","2016-2021","ny","Yorkshire-Pioneer Csd","BENJAMIN HALSEY"
"benjamin heninger","5501920","2022-2023","wi","Butternut School District","BENJAMIN HENINGER","5511370","2024","wi","Pardeeville Area School District","Benjamin Heninger"
"benjamin johnson","1727840","2017-2018","il","Neoga Cusd 3","Mr. Benjamin Johnson","1705970","2019-2023","il","Benton Cons Hsd 103","Mr. Benjamin Johnson"
"benjamin o connor","2905910","2023","mo","Bronaugh R-Vii","BENJAMIN O'CONNOR","2917850","2024","mo","Lamar R-I","BENJAMIN O`CONNOR"
"benjamin richards","3904874","2017-2020","oh","Valley View Local","Benjamin A. Richards","3904489","2021-2022","oh","Tiffin City Schools","Benjamin A. Richards"
"benjamin wiggins","1304950","2019-2020","ga","Thomasville City","WIGGINS,BENJAMIN L","1301380","2021-2023","ga","Colquitt County","Benjamin Wiggins"
"benjamin yocom","2925210","2012-2014","mo","Plato R-V","BENJAMIN YOCOM","2904020","2024","mo","Aurora R-Viii","BENJAMIN YOCOM"
"benny hernandez","4826250","2012-2014","tx","La Pryor Isd","Benny Hernandez","4825800","2023-2024","tx","Knippa Isd","Benny Hernandez"
"benny hernandez","4826250","2012-2014","tx","La Pryor Isd","Benny Hernandez","4829400","2015-2021","tx","Mathis Isd","Benny Hernandez"
"benny hernandez","4829400","2015-2021","tx","Mathis Isd","Benny Hernandez","4825800","2023-2024","tx","Knippa Isd","Benny Hernandez"
"benny moore","4808130","1995-1999","tx","Amarillo Isd","Benny Moore","4844150","2006-2011","tx","Victoria Isd","Benny Moore"
"benny weston","509990","2007-2010","ar","Mount Ida School District","WESTON, BENNY D.","509750","2012-2014, 2016-2019","ar","Mena School District","WESTON, BENNY"
"berhl robertson","4837800","2000-2008","tx","Roosevelt Isd","Berhl Robertson","4828500","2013-2017","tx","Lubbock Isd","Berhl Robertson"
"berhl robertson","4840890","1996-1999","tx","Southland Isd","Berhl Robertson","4828500","2013-2017","tx","Lubbock Isd","Berhl Robertson"
"berhl robertson","4840890","1996-1999","tx","Southland Isd","Berhl Robertson","4837800","2000-2008","tx","Roosevelt Isd","Berhl Robertson"
"bernard nikolay","5509570","2008-2010","wi","Milton School District","Bernard Nikolay","5502100","2011-2020","wi","Cambridge School District","Bernard Nikolay"
"bernard zarosky","4825140","2002-2005","tx","Karnes City Isd","Bernard Zarosky","4835190","2006-2011","tx","Pleasanton Isd","Bernard Zarosky"
"bert ammerman","3414070","2011-2013","nj","Rochelle Park School District","Bert Ammerman","3411850","2014","nj","Norwood Public School District","Bert Ammerman"
"bert lictus","3622410","2010-2022","ny","Panama Csd","Mr. Bert Lictus","3607890","2014-2018","ny","Clymer Csd","Mr. Bert Lictus"
"beryl sears","4835890","1992-1994","tx","Pringle-Morse Cons Isd","Beryl Sears","4823670","2001-2002","tx","Howe Isd","Beryl Sears"
"beryl sears","4835890","1992-1994","tx","Pringle-Morse Cons Isd","Beryl Sears","4838640","1995-2000","tx","Sam Rayburn Isd","Beryl Sears"
"beryl sears","4838640","1995-2000","tx","Sam Rayburn Isd","Beryl Sears","4823670","2001-2002","tx","Howe Isd","Beryl Sears"
"beth anderson","606000","2011-2015","ca","Bridgeville Elementary","Beth Anderson","600037","2016-2020","ca","Ferndale Unified","Beth Anderson"
"beth burton","4106630","2013","or","Imbler SD 11","Beth Burton","4111790","2017-2018, 2020-2023","or","Stanfield SD 61","Beth Burton"
"beth polito","643140","2009-2016","ca","Woodside Elementary","Beth Polito","622380","2017-2022","ca","Las Lomitas Elementary","Beth Polito"
"bethany deal","2931230","2018-2021","mo","Richwoods R-Vii","BETHANY DEAL","2923070","2023-2024","mo","Oak Ridge R-Vi","Bethany Deal"
"betty dr summers","2008880","2014-2015","ks","Little River","Summers, Betty Dr","2004470","2018","ks","Waconda","Summers, Betty Dr"
"betty mcgruder","503630","2008-2009","ar","Brinkley School District","MCGRUDER, BETTY L.","512420","2010-2014","ar","Shirley School District","MCGRUDER, BETTY R."
"bettye milledge","4800077","2016-2018","tx","Bexar County Academy","Bettye Milledge","4800090","2016, 2018","tx","Academy Of Dallas","Bettye Milledge"
"bettye ray","1304590","2000-2002","ga","Stewart County","RAY, BETTYE J.","1304540","2003-2011","ga","Social Circle City","RAY, BETTYE JOYCE"
"beverly brown","5509870","2013-2016","wi","Montello School District","Beverly Brown","5504740","2017-2019","wi","Fort Atkinson School District","Beverly Brown"
"beverly emory","3700012","2011-2012","nc","Pitt County Schools","Beverly Emory","3701500","2013-2017","nc","Winston Salem/Forsyth County Schools","Beverly Emory"
"beverly ouderkirk","3605820","2011-2012","ny","Brushton-Moira Csd","Ms. Beverly Ouderkirk","3627990","2011-2012","ny","St Regis Falls Csd","Ms. Beverly L Ouderkirk"
"beverly schonhoff","2924530","2003-2007","mo","Perry Co. 32","BEVERLY SCHONHOFF","2914430","2008-2013","mo","Hillsboro R-Iii","BEVERLY SCHONHOFF"
"bhavna sharma lewis","1718360","2010-2012","il","Harrison Sd 36","Dr. Bhavna Sharma-Lewis","1712210","2014, 2017-2023","il","Diamond Lake Sd 76","Dr. Bhavna Sharma-Lewis"
"bhavna sharma lewis","1718360","2010-2012","il","Harrison Sd 36","Dr. Bhavna Sharma-Lewis","1733990","2013","il","Riverside Sd 96","Dr. Bhavna Sharma-Lewis"
